web-scraper-order,web-scraper-start-url,player,player-href,self-win,r-top,r-top-href,r-jungle,r-jungle-href,r-mid,r-mid-href,r-bot,r-bot-href,r-sup,r-sup-href,b-top,b-top-href,b-jungle,b-jungle-href,b-mid,b-mid-href,b-bot,b-bot-href,b-sup,b-sup-href,self-champ,self-champ-href
1662435701-1377,https://na.op.gg/leaderboards/champions?region=na,IceCreamAssassin,https://na.op.gg/summoners/na/IceCreamAssassin,Victory,,,,,,,,,,,,,,,,,,,,,17,https://na.op.gg/champions/talon
1662434261-1054,https://na.op.gg/leaderboards/champions?region=na,Brandon Bourne,https://na.op.gg/summoners/na/Brandon%20Bourne,Defeat,11,https://na.op.gg/champions/yone,11,https://na.op.gg/champions/zac,11,https://na.op.gg/champions/sylas,11,https://na.op.gg/champions/vayne,9,https://na.op.gg/champions/senna,,,9,https://na.op.gg/champions/masteryi,8,https://na.op.gg/champions/ekko,8,https://na.op.gg/champions/kaisa,8,https://na.op.gg/champions/swain,10,https://na.op.gg/champions/gangplank
1662435701-1349,https://na.op.gg/leaderboards/champions?region=na,IceCreamAssassin,https://na.op.gg/summoners/na/IceCreamAssassin,Defeat,,,,,,,,,,,,,,,,,,,,,15,https://na.op.gg/champions/talon
1662436692-1545,https://na.op.gg/leaderboards/champions?region=na,Quinnable,https://na.op.gg/summoners/na/Quinnable,Victory,,,,,,,,,,,,,,,,,,,,,17,https://na.op.gg/champions/quinn
1662437397-1764,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,14,https://na.op.gg/champions/renekton,,,15,https://na.op.gg/champions/diana,14,https://na.op.gg/champions/kaisa,12,https://na.op.gg/champions/lulu,12,https://na.op.gg/champions/fiora,12,https://na.op.gg/champions/belveth,12,https://na.op.gg/champions/zed,12,https://na.op.gg/champions/vayne,11,https://na.op.gg/champions/lux,17,https://na.op.gg/champions/kindred
1662434122-994,https://na.op.gg/leaderboards/champions?region=na,Rumahoy,https://na.op.gg/summoners/na/Rumahoy,Defeat,16,https://na.op.gg/champions/camille,14,https://na.op.gg/champions/trundle,15,https://na.op.gg/champions/katarina,15,https://na.op.gg/champions/nilah,14,https://na.op.gg/champions/lulu,14,https://na.op.gg/champions/darius,15,https://na.op.gg/champions/shyvana,,,13,https://na.op.gg/champions/ashe,13,https://na.op.gg/champions/neeko,15,https://na.op.gg/champions/twistedfate
1662436130-1472,https://na.op.gg/leaderboards/champions?region=na,The Enclave,https://na.op.gg/summoners/na/The%20Enclave,Defeat,16,https://na.op.gg/champions/rumble,17,https://na.op.gg/champions/zed,17,https://na.op.gg/champions/talon,17,https://na.op.gg/champions/sivir,15,https://na.op.gg/champions/alistar,,,14,https://na.op.gg/champions/jarvaniv,17,https://na.op.gg/champions/seraphine,15,https://na.op.gg/champions/samira,13,https://na.op.gg/champions/velkoz,14,https://na.op.gg/champions/quinn
1662435989-1463,https://na.op.gg/leaderboards/champions?region=na,iikk5,https://na.op.gg/summoners/na/iikk5,Victory,,,,,,,,,,,,,,,,,,,,,18,https://na.op.gg/champions/talon
1662436692-1564,https://na.op.gg/leaderboards/champions?region=na,Quinnable,https://na.op.gg/summoners/na/Quinnable,Victory,,,14,https://na.op.gg/champions/fiddlesticks,15,https://na.op.gg/champions/kassadin,13,https://na.op.gg/champions/draven,12,https://na.op.gg/champions/braum,15,https://na.op.gg/champions/drmundo,13,https://na.op.gg/champions/evelynn,13,https://na.op.gg/champions/orianna,11,https://na.op.gg/champions/samira,11,https://na.op.gg/champions/maokai,15,https://na.op.gg/champions/quinn
1662437682-1861,https://na.op.gg/leaderboards/champions?region=na,Perseveerance,https://na.op.gg/summoners/na/Perseveerance,Defeat,,,,,,,,,,,,,,,,,,,,,10,https://na.op.gg/champions/sona
1662438130-1930,https://na.op.gg/leaderboards/champions?region=na,Ameliorate,https://na.op.gg/summoners/na/Ameliorate,Defeat,15,https://na.op.gg/champions/camille,15,https://na.op.gg/champions/olaf,16,https://na.op.gg/champions/nunu,14,https://na.op.gg/champions/twitch,14,https://na.op.gg/champions/xerath,15,https://na.op.gg/champions/malphite,15,https://na.op.gg/champions/diana,13,https://na.op.gg/champions/malzahar,15,https://na.op.gg/champions/sivir,,,13,https://na.op.gg/champions/alistar
1662436130-1483,https://na.op.gg/leaderboards/champions?region=na,The Enclave,https://na.op.gg/summoners/na/The%20Enclave,Defeat,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/urgot
1662434122-1008,https://na.op.gg/leaderboards/champions?region=na,Rumahoy,https://na.op.gg/summoners/na/Rumahoy,Defeat,17,https://na.op.gg/champions/yorick,18,https://na.op.gg/champions/udyr,18,https://na.op.gg/champions/heimerdinger,18,https://na.op.gg/champions/samira,17,https://na.op.gg/champions/amumu,18,https://na.op.gg/champions/illaoi,17,https://na.op.gg/champions/leesin,,,16,https://na.op.gg/champions/twitch,15,https://na.op.gg/champions/karma,17,https://na.op.gg/champions/twistedfate
1662435701-1379,https://na.op.gg/leaderboards/champions?region=na,IceCreamAssassin,https://na.op.gg/summoners/na/IceCreamAssassin,Defeat,,,,,,,,,,,,,,,,,,,,,12,https://na.op.gg/champions/khazix
1662436831-1597,https://na.op.gg/leaderboards/champions?region=na,Goät,https://na.op.gg/summoners/na/Go%C3%A4t,Defeat,,,,,,,,,,,,,,,,,,,,,12,https://na.op.gg/champions/evelynn
1662435842-1395,https://na.op.gg/leaderboards/champions?region=na,Servant of Saber,https://na.op.gg/summoners/na/Servant%20of%20Saber,Victory,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/talon
1662435168-1256,https://na.op.gg/leaderboards/champions?region=na,LFT Cat1v5,https://na.op.gg/summoners/na/LFT%20Cat1v5,Victory,14,https://na.op.gg/champions/nocturne,,,14,https://na.op.gg/champions/ahri,14,https://na.op.gg/champions/kalista,13,https://na.op.gg/champions/amumu,13,https://na.op.gg/champions/jax,12,https://na.op.gg/champions/monkeyking,13,https://na.op.gg/champions/rumble,12,https://na.op.gg/champions/tristana,11,https://na.op.gg/champions/blitzcrank,15,https://na.op.gg/champions/vi
1662435168-1238,https://na.op.gg/leaderboards/champions?region=na,LFT Cat1v5,https://na.op.gg/summoners/na/LFT%20Cat1v5,Victory,15,https://na.op.gg/champions/zac,,,15,https://na.op.gg/champions/yasuo,15,https://na.op.gg/champions/ziggs,14,https://na.op.gg/champions/senna,14,https://na.op.gg/champions/aatrox,14,https://na.op.gg/champions/graves,14,https://na.op.gg/champions/vladimir,13,https://na.op.gg/champions/sivir,11,https://na.op.gg/champions/yuumi,14,https://na.op.gg/champions/monkeyking
1662436971-1664,https://na.op.gg/leaderboards/champions?region=na,failure death,https://na.op.gg/summoners/na/failure%20death,Remake,,,,,,,,,,,,,,,,,,,,,1,https://na.op.gg/champions/evelynn
1662436466-1524,https://na.op.gg/leaderboards/champions?region=na,RANGED TOP LANER,https://na.op.gg/summoners/na/RANGED%20TOP%20LANER,Victory,,,13,https://na.op.gg/champions/diana,13,https://na.op.gg/champions/viktor,12,https://na.op.gg/champions/ashe,9,https://na.op.gg/champions/bard,10,https://na.op.gg/champions/jayce,10,https://na.op.gg/champions/rengar,11,https://na.op.gg/champions/talon,10,https://na.op.gg/champions/sivir,9,https://na.op.gg/champions/lux,12,https://na.op.gg/champions/quinn
1662436831-1614,https://na.op.gg/leaderboards/champions?region=na,Goät,https://na.op.gg/summoners/na/Go%C3%A4t,Defeat,17,https://na.op.gg/champions/yone,17,https://na.op.gg/champions/diana,16,https://na.op.gg/champions/lux,16,https://na.op.gg/champions/kaisa,14,https://na.op.gg/champions/rakan,16,https://na.op.gg/champions/renekton,,,15,https://na.op.gg/champions/leblanc,15,https://na.op.gg/champions/jinx,13,https://na.op.gg/champions/renata,14,https://na.op.gg/champions/evelynn
1662435701-1357,https://na.op.gg/leaderboards/champions?region=na,IceCreamAssassin,https://na.op.gg/summoners/na/IceCreamAssassin,Defeat,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/khazix
1662434261-1047,https://na.op.gg/leaderboards/champions?region=na,Brandon Bourne,https://na.op.gg/summoners/na/Brandon%20Bourne,Defeat,,,,,,,,,,,,,,,,,,,,,14,https://na.op.gg/champions/mordekaiser
1662436971-1629,https://na.op.gg/leaderboards/champions?region=na,failure death,https://na.op.gg/summoners/na/failure%20death,Victory,,,,,,,,,,,,,,,,,,,,,15,https://na.op.gg/champions/evelynn
1662437539-1803,https://na.op.gg/leaderboards/champions?region=na,Dime,https://na.op.gg/summoners/na/Dime,Victory,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/khazix
1662437539-1791,https://na.op.gg/leaderboards/champions?region=na,Dime,https://na.op.gg/summoners/na/Dime,Victory,,,,,,,,,,,,,,,,,,,,,18,https://na.op.gg/champions/khazix
1662436831-1618,https://na.op.gg/leaderboards/champions?region=na,Goät,https://na.op.gg/summoners/na/Go%C3%A4t,Defeat,14,https://na.op.gg/champions/yone,13,https://na.op.gg/champions/nunu,15,https://na.op.gg/champions/kassadin,13,https://na.op.gg/champions/aphelios,12,https://na.op.gg/champions/renata,12,https://na.op.gg/champions/pantheon,,,12,https://na.op.gg/champions/leblanc,12,https://na.op.gg/champions/lucian,10,https://na.op.gg/champions/nami,13,https://na.op.gg/champions/evelynn
1662437954-1876,https://na.op.gg/leaderboards/champions?region=na,Alicopter GAP,https://na.op.gg/summoners/na/Alicopter%20GAP,Victory,11,https://na.op.gg/champions/azir,10,https://na.op.gg/champions/trundle,11,https://na.op.gg/champions/seraphine,10,https://na.op.gg/champions/lucian,,,10,https://na.op.gg/champions/irelia,9,https://na.op.gg/champions/khazix,11,https://na.op.gg/champions/galio,10,https://na.op.gg/champions/jhin,7,https://na.op.gg/champions/maokai,8,https://na.op.gg/champions/alistar
1662436466-1529,https://na.op.gg/leaderboards/champions?region=na,RANGED TOP LANER,https://na.op.gg/summoners/na/RANGED%20TOP%20LANER,Defeat,,,,,,,,,,,,,,,,,,,,,18,https://na.op.gg/champions/quinn
1662434690-1182,https://na.op.gg/leaderboards/champions?region=na,bladdee,https://na.op.gg/summoners/na/bladdee,Victory,13,https://na.op.gg/champions/yone,13,https://na.op.gg/champions/graves,14,https://na.op.gg/champions/ahri,,,11,https://na.op.gg/champions/nautilus,13,https://na.op.gg/champions/gragas,11,https://na.op.gg/champions/olaf,13,https://na.op.gg/champions/taliyah,12,https://na.op.gg/champions/zeri,11,https://na.op.gg/champions/yuumi,14,https://na.op.gg/champions/tristana
1662434545-1140,https://na.op.gg/leaderboards/champions?region=na,WindiaN,https://na.op.gg/summoners/na/WindiaN,Victory,15,https://na.op.gg/champions/rumble,,,16,https://na.op.gg/champions/akali,15,https://na.op.gg/champions/vayne,13,https://na.op.gg/champions/braum,14,https://na.op.gg/champions/aatrox,15,https://na.op.gg/champions/reksai,15,https://na.op.gg/champions/sylas,16,https://na.op.gg/champions/sivir,13,https://na.op.gg/champions/amumu,16,https://na.op.gg/champions/kindred
1662436692-1555,https://na.op.gg/leaderboards/champions?region=na,Quinnable,https://na.op.gg/summoners/na/Quinnable,Victory,,,,,,,,,,,,,,,,,,,,,11,https://na.op.gg/champions/quinn
1662437112-1702,https://na.op.gg/leaderboards/champions?region=na,SIutty Tadpole,https://na.op.gg/summoners/na/SIutty%20Tadpole,Defeat,15,https://na.op.gg/champions/yone,13,https://na.op.gg/champions/nunu,14,https://na.op.gg/champions/zed,12,https://na.op.gg/champions/zeri,12,https://na.op.gg/champions/yuumi,13,https://na.op.gg/champions/aatrox,,,11,https://na.op.gg/champions/irelia,10,https://na.op.gg/champions/lucian,8,https://na.op.gg/champions/amumu,12,https://na.op.gg/champions/evelynn
1662435422-1272,https://na.op.gg/leaderboards/champions?region=na,RealVengeance,https://na.op.gg/summoners/na/RealVengeance,Victory,14,https://na.op.gg/champions/fiora,14,https://na.op.gg/champions/udyr,14,https://na.op.gg/champions/viktor,,,11,https://na.op.gg/champions/karma,12,https://na.op.gg/champions/camille,11,https://na.op.gg/champions/warwick,12,https://na.op.gg/champions/heimerdinger,11,https://na.op.gg/champions/twitch,11,https://na.op.gg/champions/leona,12,https://na.op.gg/champions/taliyah
1662437112-1676,https://na.op.gg/leaderboards/champions?region=na,SIutty Tadpole,https://na.op.gg/summoners/na/SIutty%20Tadpole,Defeat,11,https://na.op.gg/champions/jax,9,https://na.op.gg/champions/poppy,11,https://na.op.gg/champions/zoe,9,https://na.op.gg/champions/kaisa,9,https://na.op.gg/champions/yuumi,9,https://na.op.gg/champions/riven,9,https://na.op.gg/champions/monkeyking,,,8,https://na.op.gg/champions/jhin,7,https://na.op.gg/champions/karma,9,https://na.op.gg/champions/ahri
1662435168-1259,https://na.op.gg/leaderboards/champions?region=na,LFT Cat1v5,https://na.op.gg/summoners/na/LFT%20Cat1v5,Victory,,,,,,,,,,,,,,,,,,,,,15,https://na.op.gg/champions/taliyah
1662436971-1651,https://na.op.gg/leaderboards/champions?region=na,failure death,https://na.op.gg/summoners/na/failure%20death,Victory,,,,,,,,,,,,,,,,,,,,,15,https://na.op.gg/champions/evelynn
1662436692-1570,https://na.op.gg/leaderboards/champions?region=na,Quinnable,https://na.op.gg/summoners/na/Quinnable,Defeat,13,https://na.op.gg/champions/viktor,14,https://na.op.gg/champions/viego,15,https://na.op.gg/champions/illaoi,13,https://na.op.gg/champions/sivir,11,https://na.op.gg/champions/karma,14,https://na.op.gg/champions/kassadin,11,https://na.op.gg/champions/udyr,,,11,https://na.op.gg/champions/jhin,9,https://na.op.gg/champions/alistar,13,https://na.op.gg/champions/quinn
1662435560-1330,https://na.op.gg/leaderboards/champions?region=na,Outplayed with R,https://na.op.gg/summoners/na/Outplayed%20with%20R,Victory,12,https://na.op.gg/champions/renekton,,,10,https://na.op.gg/champions/sylas,10,https://na.op.gg/champions/caitlyn,9,https://na.op.gg/champions/karma,10,https://na.op.gg/champions/kayle,10,https://na.op.gg/champions/masteryi,11,https://na.op.gg/champions/malzahar,9,https://na.op.gg/champions/sivir,8,https://na.op.gg/champions/nami,11,https://na.op.gg/champions/taliyah
1662436130-1465,https://na.op.gg/leaderboards/champions?region=na,The Enclave,https://na.op.gg/summoners/na/The%20Enclave,Victory,,,,,,,,,,,,,,,,,,,,,12,https://na.op.gg/champions/quinn
1662436130-1497,https://na.op.gg/leaderboards/champions?region=na,The Enclave,https://na.op.gg/summoners/na/The%20Enclave,Victory,,,,,,,,,,,,,,,,,,,,,17,https://na.op.gg/champions/quinn
1662436831-1589,https://na.op.gg/leaderboards/champions?region=na,Goät,https://na.op.gg/summoners/na/Go%C3%A4t,Defeat,,,,,,,,,,,,,,,,,,,,,12,https://na.op.gg/champions/ekko
1662434690-1147,https://na.op.gg/leaderboards/champions?region=na,bladdee,https://na.op.gg/summoners/na/bladdee,Defeat,,,,,,,,,,,,,,,,,,,,,11,https://na.op.gg/champions/pantheon
1662434828-1195,https://na.op.gg/leaderboards/champions?region=na,Yuriyumilol,https://na.op.gg/summoners/na/Yuriyumilol,Victory,,,,,,,,,,,,,,,,,,,,,17,https://na.op.gg/champions/tristana
1662438130-1911,https://na.op.gg/leaderboards/champions?region=na,Ameliorate,https://na.op.gg/summoners/na/Ameliorate,Defeat,,,,,,,,,,,,,,,,,,,,,10,https://na.op.gg/champions/alistar
1662434828-1214,https://na.op.gg/leaderboards/champions?region=na,Yuriyumilol,https://na.op.gg/summoners/na/Yuriyumilol,Defeat,18,https://na.op.gg/champions/yone,17,https://na.op.gg/champions/vi,18,https://na.op.gg/champions/orianna,17,https://na.op.gg/champions/twitch,16,https://na.op.gg/champions/lulu,17,https://na.op.gg/champions/camille,18,https://na.op.gg/champions/udyr,17,https://na.op.gg/champions/sylas,,,14,https://na.op.gg/champions/senna,16,https://na.op.gg/champions/tristana
1662434405-1104,https://na.op.gg/leaderboards/champions?region=na,TuLuyenThanhThan,https://na.op.gg/summoners/na/TuLuyenThanhThan,Defeat,18,https://na.op.gg/champions/udyr,18,https://na.op.gg/champions/shaco,18,https://na.op.gg/champions/sylas,16,https://na.op.gg/champions/vayne,18,https://na.op.gg/champions/tryndamere,17,https://na.op.gg/champions/irelia,18,https://na.op.gg/champions/fiddlesticks,,,17,https://na.op.gg/champions/twitch,16,https://na.op.gg/champions/nautilus,18,https://na.op.gg/champions/gangplank
1662434261-1028,https://na.op.gg/leaderboards/champions?region=na,Brandon Bourne,https://na.op.gg/summoners/na/Brandon%20Bourne,Victory,,,12,https://na.op.gg/champions/evelynn,14,https://na.op.gg/champions/qiyana,11,https://na.op.gg/champions/draven,9,https://na.op.gg/champions/rakan,8,https://na.op.gg/champions/camille,11,https://na.op.gg/champions/reksai,12,https://na.op.gg/champions/katarina,11,https://na.op.gg/champions/ziggs,10,https://na.op.gg/champions/soraka,12,https://na.op.gg/champions/gangplank
1662435168-1226,https://na.op.gg/leaderboards/champions?region=na,LFT Cat1v5,https://na.op.gg/summoners/na/LFT%20Cat1v5,Defeat,12,https://na.op.gg/champions/tryndamere,10,https://na.op.gg/champions/khazix,10,https://na.op.gg/champions/fizz,9,https://na.op.gg/champions/jhin,8,https://na.op.gg/champions/senna,10,https://na.op.gg/champions/renekton,,,7,https://na.op.gg/champions/pyke,9,https://na.op.gg/champions/missfortune,7,https://na.op.gg/champions/bard,9,https://na.op.gg/champions/taliyah
1662438130-1925,https://na.op.gg/leaderboards/champions?region=na,Ameliorate,https://na.op.gg/summoners/na/Ameliorate,Victory,,,,,,,,,,,,,,,,,,,,,10,https://na.op.gg/champions/alistar
1662437397-1773,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Defeat,,,,,,,,,,,,,,,,,,,,,18,https://na.op.gg/champions/irelia
1662437954-1882,https://na.op.gg/leaderboards/champions?region=na,Alicopter GAP,https://na.op.gg/summoners/na/Alicopter%20GAP,Defeat,16,https://na.op.gg/champions/camille,17,https://na.op.gg/champions/udyr,14,https://na.op.gg/champions/swain,15,https://na.op.gg/champions/aphelios,14,https://na.op.gg/champions/zilean,14,https://na.op.gg/champions/renekton,13,https://na.op.gg/champions/diana,15,https://na.op.gg/champions/gangplank,14,https://na.op.gg/champions/brand,,,12,https://na.op.gg/champions/alistar
1662435422-1265,https://na.op.gg/leaderboards/champions?region=na,RealVengeance,https://na.op.gg/summoners/na/RealVengeance,Victory,,,,,,,,,,,,,,,,,,,,,14,https://na.op.gg/champions/nilah
1662435422-1290,https://na.op.gg/leaderboards/champions?region=na,RealVengeance,https://na.op.gg/summoners/na/RealVengeance,Victory,16,https://na.op.gg/champions/tryndamere,16,https://na.op.gg/champions/kindred,,,16,https://na.op.gg/champions/draven,14,https://na.op.gg/champions/missfortune,15,https://na.op.gg/champions/nasus,15,https://na.op.gg/champions/monkeyking,14,https://na.op.gg/champions/veigar,16,https://na.op.gg/champions/jinx,13,https://na.op.gg/champions/zyra,15,https://na.op.gg/champions/sylas
1662437397-1760,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,14,https://na.op.gg/champions/sett,,,14,https://na.op.gg/champions/viktor,15,https://na.op.gg/champions/kaisa,12,https://na.op.gg/champions/morgana,13,https://na.op.gg/champions/aatrox,13,https://na.op.gg/champions/vi,14,https://na.op.gg/champions/azir,13,https://na.op.gg/champions/aphelios,12,https://na.op.gg/champions/renata,16,https://na.op.gg/champions/kindred
1662437682-1827,https://na.op.gg/leaderboards/champions?region=na,Perseveerance,https://na.op.gg/summoners/na/Perseveerance,Defeat,,,,,,,,,,,,,,,,,,,,,12,https://na.op.gg/champions/sona
1662438130-1914,https://na.op.gg/leaderboards/champions?region=na,Ameliorate,https://na.op.gg/summoners/na/Ameliorate,Defeat,14,https://na.op.gg/champions/chogath,13,https://na.op.gg/champions/viego,14,https://na.op.gg/champions/zoe,12,https://na.op.gg/champions/xayah,11,https://na.op.gg/champions/xerath,12,https://na.op.gg/champions/akali,12,https://na.op.gg/champions/khazix,12,https://na.op.gg/champions/zed,11,https://na.op.gg/champions/caitlyn,,,10,https://na.op.gg/champions/alistar
1662434122-991,https://na.op.gg/leaderboards/champions?region=na,Rumahoy,https://na.op.gg/summoners/na/Rumahoy,Defeat,,,,,,,,,,,,,,,,,,,,,9,https://na.op.gg/champions/twistedfate
1662434545-1116,https://na.op.gg/leaderboards/champions?region=na,WindiaN,https://na.op.gg/summoners/na/WindiaN,Defeat,11,https://na.op.gg/champions/kled,10,https://na.op.gg/champions/monkeyking,11,https://na.op.gg/champions/rumble,10,https://na.op.gg/champions/jhin,7,https://na.op.gg/champions/renata,9,https://na.op.gg/champions/jax,,,10,https://na.op.gg/champions/katarina,9,https://na.op.gg/champions/missfortune,7,https://na.op.gg/champions/ashe,8,https://na.op.gg/champions/viego
1662437682-1854,https://na.op.gg/leaderboards/champions?region=na,Perseveerance,https://na.op.gg/summoners/na/Perseveerance,Victory,12,https://na.op.gg/champions/lulu,17,https://na.op.gg/champions/belveth,17,https://na.op.gg/champions/sylas,14,https://na.op.gg/champions/draven,,,15,https://na.op.gg/champions/aatrox,14,https://na.op.gg/champions/hecarim,15,https://na.op.gg/champions/viktor,13,https://na.op.gg/champions/caitlyn,13,https://na.op.gg/champions/janna,13,https://na.op.gg/champions/sona
1662437539-1820,https://na.op.gg/leaderboards/champions?region=na,Dime,https://na.op.gg/summoners/na/Dime,Defeat,15,https://na.op.gg/champions/fiora,13,https://na.op.gg/champions/jarvaniv,15,https://na.op.gg/champions/anivia,13,https://na.op.gg/champions/tristana,13,https://na.op.gg/champions/janna,14,https://na.op.gg/champions/garen,,,14,https://na.op.gg/champions/rumble,14,https://na.op.gg/champions/seraphine,13,https://na.op.gg/champions/sona,15,https://na.op.gg/champions/khazix
1662438130-1928,https://na.op.gg/leaderboards/champions?region=na,Ameliorate,https://na.op.gg/summoners/na/Ameliorate,Victory,14,https://na.op.gg/champions/kled,14,https://na.op.gg/champions/ekko,14,https://na.op.gg/champions/ahri,14,https://na.op.gg/champions/kaisa,,,13,https://na.op.gg/champions/riven,12,https://na.op.gg/champions/reksai,12,https://na.op.gg/champions/annie,12,https://na.op.gg/champions/twitch,10,https://na.op.gg/champions/bard,12,https://na.op.gg/champions/alistar
1662434545-1137,https://na.op.gg/leaderboards/champions?region=na,WindiaN,https://na.op.gg/summoners/na/WindiaN,Victory,,,,,,,,,,,,,,,,,,,,,15,https://na.op.gg/champions/kindred
1662436130-1481,https://na.op.gg/leaderboards/champions?region=na,The Enclave,https://na.op.gg/summoners/na/The%20Enclave,Victory,,,,,,,,,,,,,,,,,,,,,15,https://na.op.gg/champions/urgot
1662437954-1900,https://na.op.gg/leaderboards/champions?region=na,Alicopter GAP,https://na.op.gg/summoners/na/Alicopter%20GAP,Defeat,13,https://na.op.gg/champions/riven,13,https://na.op.gg/champions/diana,13,https://na.op.gg/champions/graves,11,https://na.op.gg/champions/yasuo,11,https://na.op.gg/champions/pyke,10,https://na.op.gg/champions/malphite,10,https://na.op.gg/champions/gragas,12,https://na.op.gg/champions/viego,10,https://na.op.gg/champions/draven,,,9,https://na.op.gg/champions/rammus
1662434690-1184,https://na.op.gg/leaderboards/champions?region=na,bladdee,https://na.op.gg/summoners/na/bladdee,Victory,15,https://na.op.gg/champions/vladimir,16,https://na.op.gg/champions/kayn,13,https://na.op.gg/champions/caitlyn,,,14,https://na.op.gg/champions/nami,15,https://na.op.gg/champions/irelia,14,https://na.op.gg/champions/khazix,14,https://na.op.gg/champions/zyra,13,https://na.op.gg/champions/xayah,11,https://na.op.gg/champions/xerath,16,https://na.op.gg/champions/tristana
1662435842-1417,https://na.op.gg/leaderboards/champions?region=na,Servant of Saber,https://na.op.gg/summoners/na/Servant%20of%20Saber,Defeat,,,,,,,,,,,,,,,,,,,,,13,https://na.op.gg/champions/talon
1662437539-1810,https://na.op.gg/leaderboards/champions?region=na,Dime,https://na.op.gg/summoners/na/Dime,Defeat,15,https://na.op.gg/champions/camille,15,https://na.op.gg/champions/monkeyking,15,https://na.op.gg/champions/yasuo,14,https://na.op.gg/champions/seraphine,13,https://na.op.gg/champions/bard,14,https://na.op.gg/champions/kled,,,12,https://na.op.gg/champions/akali,12,https://na.op.gg/champions/ziggs,10,https://na.op.gg/champions/zac,14,https://na.op.gg/champions/khazix
1662434261-1062,https://na.op.gg/leaderboards/champions?region=na,Brandon Bourne,https://na.op.gg/summoners/na/Brandon%20Bourne,Defeat,15,https://na.op.gg/champions/akshan,16,https://na.op.gg/champions/shaco,17,https://na.op.gg/champions/rumble,15,https://na.op.gg/champions/xayah,14,https://na.op.gg/champions/syndra,,,17,https://na.op.gg/champions/rengar,14,https://na.op.gg/champions/sylas,15,https://na.op.gg/champions/sivir,12,https://na.op.gg/champions/renata,15,https://na.op.gg/champions/gangplank
1662434405-1083,https://na.op.gg/leaderboards/champions?region=na,TuLuyenThanhThan,https://na.op.gg/summoners/na/TuLuyenThanhThan,Defeat,,,,,,,,,,,,,,,,,,,,,17,https://na.op.gg/champions/gangplank
1662435422-1279,https://na.op.gg/leaderboards/champions?region=na,RealVengeance,https://na.op.gg/summoners/na/RealVengeance,Defeat,,,,,,,,,,,,,,,,,,,,,14,https://na.op.gg/champions/zoe
1662434122-1000,https://na.op.gg/leaderboards/champions?region=na,Rumahoy,https://na.op.gg/summoners/na/Rumahoy,Victory,7,https://na.op.gg/champions/yorick,8,https://na.op.gg/champions/viego,,,7,https://na.op.gg/champions/tristana,7,https://na.op.gg/champions/soraka,8,https://na.op.gg/champions/renekton,7,https://na.op.gg/champions/khazix,8,https://na.op.gg/champions/ahri,3,https://na.op.gg/champions/missfortune,7,https://na.op.gg/champions/ashe,9,https://na.op.gg/champions/twistedfate
1662435842-1400,https://na.op.gg/leaderboards/champions?region=na,Servant of Saber,https://na.op.gg/summoners/na/Servant%20of%20Saber,Defeat,15,https://na.op.gg/champions/warwick,16,https://na.op.gg/champions/ekko,15,https://na.op.gg/champions/jayce,14,https://na.op.gg/champions/lucian,14,https://na.op.gg/champions/thresh,13,https://na.op.gg/champions/aatrox,,,13,https://na.op.gg/champions/zed,13,https://na.op.gg/champions/caitlyn,13,https://na.op.gg/champions/swain,16,https://na.op.gg/champions/talon
1662434405-1078,https://na.op.gg/leaderboards/champions?region=na,TuLuyenThanhThan,https://na.op.gg/summoners/na/TuLuyenThanhThan,Victory,,,18,https://na.op.gg/champions/ekko,16,https://na.op.gg/champions/vex,16,https://na.op.gg/champions/sivir,14,https://na.op.gg/champions/sona,16,https://na.op.gg/champions/riven,16,https://na.op.gg/champions/diana,16,https://na.op.gg/champions/yasuo,15,https://na.op.gg/champions/kaisa,14,https://na.op.gg/champions/soraka,18,https://na.op.gg/champions/gangplank
1662434122-1010,https://na.op.gg/leaderboards/champions?region=na,Rumahoy,https://na.op.gg/summoners/na/Rumahoy,Victory,14,https://na.op.gg/champions/udyr,15,https://na.op.gg/champions/jarvaniv,,,15,https://na.op.gg/champions/sivir,13,https://na.op.gg/champions/ezreal,14,https://na.op.gg/champions/yone,13,https://na.op.gg/champions/xinzhao,15,https://na.op.gg/champions/diana,12,https://na.op.gg/champions/jhin,10,https://na.op.gg/champions/bard,15,https://na.op.gg/champions/twistedfate
1662437252-1734,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,14,https://na.op.gg/champions/alistar,,,15,https://na.op.gg/champions/swain,14,https://na.op.gg/champions/seraphine,15,https://na.op.gg/champions/jhin,13,https://na.op.gg/champions/nocturne,13,https://na.op.gg/champions/fiora,12,https://na.op.gg/champions/maokai,13,https://na.op.gg/champions/ryze,13,https://na.op.gg/champions/pyke,14,https://na.op.gg/champions/irelia
